2790,127
5817,63
2305,1
5818,77
2787,59
5819,55
2785,95
8090,8
1453,116
3631,101
4962,55
4964,88
5811,58
5812,48
3634,105
3635,74
4966,10
5814,104
2307,34
4980,48
3650,108
4981,87
1473,95
1472,4
1471,44
5827,59
5828,74
1468,33
2799,43
5829,76
3,31
2798,1
2797,20
1465,19
6,20
1464,60
2794,80
8,44
3643,115
5822,64
3645,90
3646,38
5824,32
4977,43
3660,52
4991,4
3661,53
4992,12
4993,16
1484,54
1000,38
1482,79
2328,266
4507,45
5838,4
5839,85
2326,49
1478,13
2325,66
2324,86
1476,51
2323,130
2322,82
4983,89
5830,8
4500,34
5832,5
4986,43
4987,13
5835,31
2329,38
5837,26
3670,34
3671,6
5850,20
2342,5
2341,43
2340,23
1493,27
1492,93
1490,28
2339,34
1007,31
2338,56
1006,22
1489,47
1487,42
1486,14
2333,32
1485,19
2332,24
4510,76
4994,57
3664,46
5844,69
4999,73
3669,4
5848,51
3680,82
3681,42
5860,15
4530,81
4531,68
1022,33
3200,35
1020,12
2350,22
4529,33
1018,46
6707,11
2348,25
6709,6
1014,60
2345,34
1498,52
1497,52
1012,33
1496,74
6700,18
4521,1
4527,39
4528,57
3691,51
5871,75
5872,93
6720,51
4541,1
2364,79
1032,21
1031,68
2362,7
1030,14
1029,12
3205,1
1026,189
2356,57
600,77
1024,33
601,8
2354,118
1023,30
3201,4
5863,57
604,13
4534,54
6712,31
606,15
6715,81
4536,173
607,12
6714,46
608,104
609,22
4539,1
5880,3
4550,3
4551,51
5882,3
4552,12
1044,18
2375,64
1043,27
2371,84
1039,24
1038,13
2369,51
611,25
1035,64
2366,14
1034,33
2365,1
613,16
6721,6
4544,2
6724,5
616,16
6723,6
617,11
4547,69
6725,28
618,2
619,9
5891,58
4561,3
4562,14
1055,25
2386,17
2385,45
2384,49
1053,64
2381,100
1049,74
2378,7
622,12
2376,3
624,14
5886,87
626,57
5887,20
627,15
5404,117
4557,29
628,17
6737,32
4558,13
6736,58
5406,13
6739,45
4574,77
5421,39
2397,69
3243,39
1062,37
1061,30
1060,2
3238,145
631,17
3237,3
633,63
3235,23
5412,219
636,30
5897,59
637,30
5414,1
5415,42
5417,10
4580,1
5430,65
4583,10
6762,5
4584,10
5432,52
1077,8
3255,8
1075,31
3253,110
1074,11
3251,62
643,38
644,54
645,8
2398,340
3245,1
5423,97
6755,17
647,34
4578,97
7604,12
6757,1
5426,10
6756,1
6759,23
1080,53
6770,66
7620,208
4110,102
4111,9
6772,7
5442,3
6774,113
3266,4
3265,92
3260,99
650,14
3258,76
656,54
3256,5
657,17
4103,57
4587,97
5434,5
6765,51
658,21
4588,37
659,44
5437,40
5439,43
6769,5
7618,47
6780,61
5452,64
6784,115
6783,42
5454,65
6302,17
7632,178
4124,123
3276,134
1097,46
3274,59
3271,8
1092,13
663,53
664,26
665,97
667,35
668,17
7624,58
5445,58
6777,15
4117,16
6778,3
5449,104
6791,1
6790,65
5463,57
6311,12
7642,12
4134,38
5465,48
5466,37
3285,9
3284,57
670,11
673,42
674,15
675,25
677,35
6788,13
5457,41
7634,7
6306,79
4127,28
5459,175
6305,53
6789,57
7636,1
6307,6
3291,137
5470,6
5471,2
7651,51
6320,34
7653,7
7652,11
6321,4
6323,31
3297,39
3293,47
681,23
682,26
684,15
686,24
687,12
204,131
7646,39
5467,15
7648,9
4138,60
5469,3
7647,25
7649,58
5481,5
5482,60
7662,63
6330,80
5484,153
5002,135
5487,26
7666,18
6334,43
691,19
694,5
696,33
697,60
214,175
216,21
5479,43
219,18
6328,59
6327,122
7658,7
6340,9
4162,73
7673,9
7672,1
6344,4
5012,49
7675,5
5499,13
4168,1
222,8
224,18
226,21
227,27
228,44
6337,71
7668,8
7669,7
5020,109
4173,28
5022,162
4175,54
7683,43
7201,10
7688,14
7204,3
4179,100
5026,61
230,44
4171,6
232,22
236,21
6347,63
4183,10
7695,39
7694,39
5033,9
4188,5
4189,39
7699,79
7215,3
1908,46
5037,57
7214,55
7691,7
6360,11
4181,28
7690,1
243,84
246,23
5028,74
1903,45
1901,29
5043,6
7222,5
5044,12
5045,9
6376,4
4199,27
1919,128
7225,74
250,22
4191,259
252,38
255,26
257,25
258,13
259,78
1918,74
1915,34
7233,56
5055,78
6388,63
5058,33
7237,51
261,24
1920,23
1927,44
5064,22
7243,11
7246,8
271,192
273,13
5061,47
274,29
7238,42
1935,39
5075,6
7254,9
7257,8
5079,165
280,22
282,101
5072,66
285,61
5073,57
7250,4
286,19
290,136
291,2
5083,64
7262,10
2801,51
298,46
1953,39
299,158
1950,5
2809,53
2805,56
1956,144
1955,6
5096,48
8124,26
8121,53
7277,62
8122,26
7279,75
8128,40
5092,72
7273,3
1965,38
1964,55
2811,58
1963,38
1961,18
2819,64
2818,11
1969,51
2815,44
2814,48
1966,91
8134,59
8132,14
7289,9
8139,4
7280,63
8130,8
2822,81
2821,13
1973,49
1972,47
1971,1
1970,1
2828,58
1979,30
2825,21
1977,48
7297,1
8149,5
8148,12
1990,88
7290,5
8141,44
7292,2
7295,51
1987,36
2834,57
1501,29
1985,21
2831,78
1984,41
1983,17
2830,71
1982,136
1507,12
2838,29
1506,33
1514,101
1513,28
1997,55
2844,9
2843,11
1510,2
1992,83
1991,25
1518,28
8168,48
8165,1
8169,14
8163,43
1525,52
2856,71
1524,23
1521,67
3708,1
1520,34
2851,92
2859,94
3701,2
8178,54
8174,80
8175,1
1534,47
3717,39
1533,9
1532,11
1531,19
1538,58
3713,8
1537,20
1550,20
2880,46
8186,7
1547,40
3726,48
2877,82
1542,39
2871,162
3720,56
1549,245
5902,85
3724,48
1548,48
8198,35
8192,71
3737,7
1557,12
1556,29
1555,45
2400,61
2409,16
1571,62
1569,31
3748,77
2416,53
5926,6
5928,53
1566,50
1565,32
2411,140
1564,53
1563,24
2410,50
5922,52
3745,13
5925,64
1583,25
1581,2
1580,42
2426,22
2425,9
2423,3
2422,2
1573,57
2420,2
3752,55
4600,113
5931,5
5932,40
3755,121
5933,35
4604,42
5936,65
4605,12
3770,12
3772,26
5950,38
1593,52
2440,75
1592,38
2435,32
1587,27
1103,53
2433,79
1585,101
1100,32
4613,52
5947,75
3769,40
6806,10
6809,15
1114,7
1597,33
1596,43
1111,62
1595,24
4620,12
4621,8
3776,17
6803,26
5955,3
4625,11
5956,2
6805,12
3792,65
5971,1
5972,18
3310,39
1131,34
3307,81
4639,6
1128,15
1127,33
1125,30
2456,79
1124,18
1123,65
3301,12
700,20
4631,26
4632,58
5963,90
3785,16
704,57
3787,45
705,20
706,24
6813,6
707,28
3309,55
5969,40
5980,28
4650,7
3321,88
2474,81
3320,37
1141,12
1140,47
2470,149
1137,22
3313,16
710,42
5973,30
3796,132
714,22
3797,3
715,29
4645,26
4646,28
5977,13
717,14
4648,14
719,30
3319,18
6826,2
5991,18
4661,76
4662,47
5994,57
6840,14
1154,38
2485,160
2001,62
2484,14
1152,22
1151,71
5509,48
2479,26
3324,28
1144,19
722,56
2475,36
723,25
6832,170
4653,110
5500,24
4654,15
725,18
6833,95
5503,3
4658,2
5506,46
6850,35
1165,47
1164,73
1160,21
2490,54
2007,12
3338,55
1159,51
730,46
2004,32
1157,82
1156,34
3334,217
733,49
5511,49
4666,145
5513,17
737,231
5998,50
5514,12
739,60
6860,49
4684,3
4201,85
3352,264
3351,64
7708,1
3348,32
741,38
2016,63
1168,17
2499,31
742,28
3346,65
1167,73
743,15
2014,50
744,10
1166,144
7701,15
746,28
5524,149
4677,14
6856,1
748,17
6855,69
4678,13
749,35
6858,2
5527,60
7707,47
5529,69
6871,1
4211,10
5543,145
4212,56
6873,38
1186,193
1185,49
3363,1
750,25
756,64
5533,3
4687,101
4689,34
6869,74
5539,34
1190,38
7730,6
4220,13
6400,49
3376,33
1196,19
1193,99
3371,64
1192,19
1191,42
760,22
761,74
762,272
763,54
764,37
765,100
6875,59
5545,69
769,43
4216,14
7726,43
4218,22
4219,34
6890,10
6892,13
4231,17
5563,106
7740,10
4233,57
5564,10
4234,40
2055,14
2053,40
3381,37
771,28
1199,62
778,25
7734,6
779,14
7735,3
6407,32
5559,29
6409,20
5570,4
6421,7
6422,62
2066,254
3394,82
2062,68
3393,65
2060,21
300,22
784,24
301,13
302,24
304,46
789,81
4235,8
6414,94
306,22
6897,45
5568,44
4237,2
308,41
5569,5
6417,74
5582,39
5100,84
6432,47
5584,53
7763,57
4254,10
7765,2
4256,100
5103,48
2076,30
2073,49
2072,23
791,10
2071,60
793,10
310,43
794,31
311,47
795,20
313,46
797,9
798,30
2069,13
314,13
317,49
4247,126
6424,41
6427,6
319,18
7757,53
4261,92
5592,29
6441,63
4263,65
4264,1
5596,72
6442,53
4265,3
4266,82
2085,29
2083,5
321,43
322,43
324,16
325,45
2079,30
5588,5
6435,11
5106,64
6437,67
2092,3
2091,38
4272,5
5120,4
5121,43
7301,68
4276,40
5123,108
2097,34
2095,37
332,55
334,41
338,15
6447,14
7778,34
5115,15
339,20
4269,67
5130,79
7791,19
5132,33
6462,16
5133,5
7795,54
6464,9
4289,58
7797,1
341,13
346,41
348,35
349,15
6458,67
7788,44
7304,11
7306,18
5140,41
6472,12
5141,11
6474,26
4297,96
5144,66
7323,11
4298,43
6475,2
5145,1
4299,66
5146,5
4290,67
350,48
356,43
358,12
359,7
7316,5
7799,5
7315,12
7318,3
7319,8
10,15
6001,48
6000,46
15,361
5155,54
6004,88
19,22
6481,62
362,11
363,18
368,16
5148,58
5162,52
7341,27
6010,3
23,22
6496,85
6498,52
28,122
29,41
370,45
371,24
372,44
373,20
6491,10
377,28
378,17
379,21
6006,109
6009,10
30,23
32,14
33,34
6021,12
34,20
7351,57
35,110
6023,26
36,34
5176,46
8204,8
6025,1
5177,1
38,14
5178,117
39,28
5179,101
6027,7
389,10
6032,63
8212,49
7362,17
7365,3
5188,69
49,22
5189,63
2909,65
390,13
391,33
392,5
394,19
5182,59
396,24
2900,116
6029,37
8209,37
7359,7
50,32
2902,27
54,40
55,67
6043,50
56,149
7373,45
6044,73
5199,66
8226,9
6047,8
7378,57
8227,2
8224,48
8225,7
6041,8
2910,5
8219,42
2918,41
2917,30
61,20
2914,20
64,9
2912,57
6054,3
7387,4
7386,54
6055,3
8237,33
7389,30
8235,10
6059,11
7381,60
2922,47
2928,15
72,154
2926,24
2925,35
75,69
2923,81
7397,16
8249,39
8246,14
7391,46
7393,15
2932,59
1600,18
80,43
1608,73
86,108
1604,22
1603,51
89,16
6078,10
1613,25
1612,11
1610,24
2940,63
93,17
1619,19
94,27
1618,28
